loan_amount,repaid_amount,days,number_of_loans,Bucket
365,365,0,11,Active
1985,1985,0,11,Active
1007,1007,0,11,Active
1508,1508,0,11,Active
2348,2348,0,11,Active
1647,1647,0,11,Active
1050,1050,0,11,Active
1179,1179,0,11,Active
650,650,0,11,Active
2919,2919,0,11,Active
865,865,0,8,Active
2550,2550,0,8,Active
2250,2250,0,8,Active
177,177,7,8,Active
2550,2550,0,8,Active
1050,1050,0,8,Active
2250,4622,7,8,Active
2200,5630,21,4,Active
230,230,0,4,Active
1946,2364,301,4,Write Off
230,230,0,4,Active
115,115,70,4,Default
0,0,0,4,Active
1550,1550,0,10,Active
1151,1151,0,10,Active
1550,1550,0,10,Active
2050,2050,0,10,Active
365,365,0,10,Active
1831,3224,7,10,Active
1300,1300,0,10,Active
2050,2050,0,10,Active
1350,2268,7,10,Active
1901,1901,0,8,Active
2654,2654,0,8,Active
2600,7109,21,8,Active
230,230,0,8,Active
2500,6179,28,8,Active
2347,4478,189,8,Write Off
2618,7881,21,8,Active
1415,1415,0,7,Active
3815,3815,0,7,Active
118,118,0,7,Active
3419,3419,0,7,Active
2654,2654,7,7,Active
3221,6511,21,7,Active
365,365,0,2,Active
2865,2865,7,22,Active
4100,4100,0,22,Active
5685,5685,0,22,Active
2100,5996,35,22,Default
2753,2753,0,22,Active
2252,2252,0,22,Active
4410,4410,0,22,Active
5615,5615,0,22,Active
2615,2615,0,22,Active
2536,2536,0,22,Active
5115,5115,0,22,Active
2691,2691,0,22,Active
3115,3115,0,22,Active
7745,7745,0,22,Active
5115,5115,0,22,Active
3600,3600,0,22,Active
5115,5115,0,22,Active
4931,4931,0,22,Active
2618,2618,0,22,Active
5420,5420,0,22,Active
4115,4115,0,22,Active
2240,7004,7,19,Active
672,672,0,19,Active
230,230,0,19,Active
57,57,0,19,Active
4765,4765,0,19,Active
50,50,0,19,Active
4000,4000,0,19,Active
2348,2348,0,19,Active
4900,12664,21,19,Active
330,330,0,19,Active
1500,3326,14,19,Active
2615,3706,21,19,Active
2565,2565,0,19,Active
2655,5647,7,19,Active
2916,2916,0,19,Active
677,677,0,19,Active
0,0,7,19,Active
2615,2615,0,19,Active
5115,5115,0,18,Active
2585,2585,0,18,Active
50,50,0,18,Active
5100,9430,21,18,Active
2600,2600,0,18,Active
2782,7722,21,18,Active
5115,5115,0,18,Active
2363,2363,0,18,Active
2615,2615,0,18,Active
2618,8072,14,18,Active
2615,2615,0,18,Active
4875,4875,0,18,Active
5115,7975,7,18,Active
2500,2500,0,18,Active
230,230,0,18,Active
5115,5115,0,18,Active
100,100,0,18,Active
2906,2906,0,21,Active
1050,1050,147,21,Write Off
230,230,0,21,Active
1615,1615,0,21,Active
1600,1600,0,21,Active
1615,1615,0,21,Active
1350,1350,0,21,Active
2714,8221,21,21,Active
37,37,0,21,Active
1955,1955,0,21,Active
59,59,0,21,Active
2500,2500,0,21,Active
2050,2050,0,21,Active
2677,2677,0,21,Active
2600,2600,0,21,Active
700,700,0,21,Active
2534,2534,7,21,Active
2700,2700,0,21,Active
799,799,0,21,Active
230,0,0,21,Active
1910,1910,0,21,Active
1000,1000,0,12,Active
3000,3000,0,12,Active
1600,1600,0,12,Active
1750,1750,0,12,Active
2050,2050,0,12,Active
2550,2550,0,12,Active
500,500,0,12,Active
365,365,0,12,Active
1100,1100,0,12,Active
1150,1150,0,12,Active
1350,1350,0,12,Active
236,236,0,2,Active
1005,1005,0,4,Active
500,500,35,4,Default
365,365,0,4,Active
57,57,0,12,Active
351,351,0,12,Active
100,100,0,12,Active
0,0,0,12,Active
200,200,0,12,Active
50,50,0,12,Active
57,57,0,12,Active
100,100,7,12,Active
2230,8248,70,12,Default
246,246,0,12,Active
3,3,0,12,Active
365,365,21,2,Active
365,365,0,3,Active
1025,1025,0,3,Active
365,365,0,4,Active
1650,1650,0,4,Active
1025,1025,0,4,Active
1687,1687,0,6,Active
1360,1360,0,6,Active
310,537,7,6,Active
940,940,0,6,Active
990,990,0,6,Active
365,396,49,2,Default
257,257,0,6,Active
5100,5100,0,6,Active
5100,7842,0,6,Active
4664,4664,0,6,Active
272,272,0,6,Active
50,50,0,10,Active
3225,9270,21,10,Active
2618,2618,0,10,Active
4214,4214,0,10,Active
1000,1321,7,10,Active
2618,2618,0,10,Active
344,344,84,10,Default
230,230,0,10,Active
1770,4753,98,10,Write Off
1000,1000,0,6,Active
365,365,0,6,Active
1550,1550,0,6,Active
2550,2550,0,6,Active
2050,2050,0,6,Active
365,0,49,1,Default
365,365,0,3,Active
400,400,0,3,Active
627,627,0,3,Active
236,707,147,3,Write Off
730,730,0,2,Active
1985,2867,7,9,Active
1543,1543,0,9,Active
2000,2000,147,9,Write Off
2500,2500,0,9,Active
230,230,0,9,Active
2500,2500,0,9,Active
2500,6287,84,9,Default
3200,3200,0,9,Active
57,57,7,10,Active
0,0,7,10,Active
172,172,0,10,Active
230,230,7,10,Active
57,57,0,10,Active
230,0,0,10,Active
172,172,0,10,Active
57,57,0,10,Active
230,230,0,10,Active
230,230,0,10,Active
236,149,7,1,Active
365,365,0,4,Active
1000,1000,0,4,Active
1550,2200,14,4,Active
230,230,0,14,Active
100,100,0,14,Active
100,100,0,14,Active
2500,2500,0,14,Active
1232,1232,0,14,Active
0,0,0,14,Active
100,100,0,14,Active
50,50,0,14,Active
1315,1315,0,14,Active
100,100,0,14,Active
50,50,0,14,Active
4040,8153,14,14,Active
118,118,0,14,Active
5215,9030,14,12,Active
4315,4315,0,12,Active
2100,2100,0,12,Active
2518,2518,0,12,Active
2521,2521,0,12,Active
2615,6134,14,12,Active
230,230,0,12,Active
4325,4325,0,12,Active
3028,3028,0,12,Active
4215,4215,0,12,Active
4515,4515,0,12,Active
236,236,0,4,Active
0,0,0,4,Active
50,50,0,4,Active
1830,1830,0,13,Active
5001,7305,7,13,Active
5099,5099,0,13,Active
57,57,0,13,Active
4424,4424,0,13,Active
2387,2387,182,13,Write Off
4392,4392,0,13,Active
5100,9363,21,13,Active
230,2101,7,13,Active
57,57,0,13,Active
2066,2066,0,13,Active
743,743,0,13,Active
2149,2149,364,2,Write Off
365,0,70,1,Default
1373,1373,0,11,Active
723,723,0,11,Active
1152,1152,0,11,Active
321,321,0,11,Active
819,819,0,11,Active
860,860,0,11,Active
818,818,0,11,Active
955,955,14,11,Active
710,710,0,11,Active
365,365,7,11,Active
365,365,0,2,Active
852,852,7,9,Active
2193,3975,7,9,Active
2050,2050,0,9,Active
1167,1665,14,9,Active
2550,2550,0,9,Active
365,1721,7,9,Active
1550,1550,0,9,Active
3100,3100,0,9,Active
236,368,63,3,Default
2217,2217,0,3,Active
1550,1550,0,8,Active
1059,1059,0,8,Active
1350,1535,7,8,Active
814,814,0,8,Active
1300,1300,0,8,Active
365,365,0,8,Active
1550,3564,14,8,Active
365,0,0,2,Active
730,1343,14,2,Active
230,230,0,13,Active
5000,7252,21,13,Active
57,57,0,13,Active
230,230,7,13,Active
100,100,14,13,Active
1621,1621,0,13,Active
57,57,0,13,Active
4565,4565,0,13,Active
100,100,0,13,Active
98,98,0,13,Active
57,57,0,13,Active
0,0,0,13,Active
185,185,0,3,Active
365,1729,7,3,Active
50,50,0,11,Active
2540,2540,0,11,Active
300,300,0,11,Active
2201,2201,0,11,Active
1960,1960,0,11,Active
317,317,0,11,Active
2465,4247,7,11,Active
2000,2000,0,11,Active
597,2562,28,11,Active
236,236,0,11,Active
1100,1100,0,5,Active
1550,1550,0,5,Active
236,236,0,5,Active
2050,2050,0,5,Active
1248,1248,0,13,Active
100,1328,14,13,Active
1021,1021,77,13,Default
5640,5640,0,13,Active
5101,7665,7,13,Active
3115,6275,7,13,Active
4730,4730,0,13,Active
4919,5226,56,13,Default
5974,5974,0,13,Active
2724,2724,0,13,Active
3159,3159,0,13,Active
2115,2115,0,13,Active
850,850,0,3,Active
236,236,0,3,Active
969,969,0,3,Active
365,365,0,3,Active
1550,1550,7,4,Active
1017,1017,0,4,Active
365,365,0,4,Active
365,0,42,1,Default
365,0,35,1,Default
236,236,7,4,Active
309,309,0,4,Active
1100,2339,28,4,Active
36,0,189,1,Write Off
236,63,0,2,Active
172,172,0,2,Active
400,400,0,6,Active
472,472,0,6,Active
2834,2834,0,6,Active
1420,1420,0,6,Active
2000,2865,7,6,Active
86,86,0,2,Active
236,0,0,2,Active
236,236,0,12,Active
2550,2550,0,12,Active
1550,1550,0,12,Active
2050,2050,0,12,Active
2050,2050,0,12,Active
2500,2500,0,12,Active
1000,1000,0,12,Active
2525,2525,0,12,Active
1550,1550,0,12,Active
1300,1300,0,12,Active
1050,1050,0,12,Active
365,0,21,1,Active
1336,1336,0,4,Active
236,236,0,4,Active
1050,1263,14,4,Active
820,820,0,7,Active
2149,2149,0,7,Active
230,230,0,7,Active
236,236,0,7,Active
230,230,0,7,Active
3115,7731,14,7,Active
0,0,7,8,Active
50,50,0,8,Active
2550,4527,14,8,Active
12,12,14,8,Active
236,236,0,8,Active
2487,2487,14,8,Active
236,0,14,8,Active
572,572,0,8,Active
2550,2550,0,7,Active
236,236,0,7,Active
250,250,0,7,Active
0,0,0,7,Active
12,12,0,7,Active
2537,2537,0,7,Active
365,365,0,2,Active
236,236,14,4,Active
200,200,0,4,Active
0,0,0,4,Active
365,365,0,6,Active
2050,2050,0,6,Active
2549,2549,0,6,Active
1500,1500,0,6,Active
1000,1000,0,6,Active
920,5158,35,6,Default
2713,2713,0,6,Active
230,7707,35,6,Default
600,600,0,6,Active
1214,2599,42,6,Default
36,1234,21,6,Active
101,2078,7,6,Active
72,72,0,6,Active
0,0,0,6,Active
1000,1000,21,6,Active
365,323,0,2,Active
41,1998,49,2,Default
246,246,0,3,Active
365,0,0,3,Active
365,1418,42,3,Default
365,365,35,2,Default
4116,4116,0,14,Active
3835,3835,210,14,Write Off
2632,5688,14,14,Active
5333,5333,0,14,Active
2200,2200,0,14,Active
2615,2615,0,14,Active
5103,6496,14,14,Active
230,230,0,14,Active
3515,3515,0,14,Active
5562,7925,7,14,Active
3521,3521,7,14,Active
2115,2115,0,14,Active
5467,5483,7,14,Active
365,0,28,1,Active
2550,2550,0,4,Active
36,36,0,4,Active
200,200,0,4,Active
535,535,0,9,Active
1209,1209,0,9,Active
1830,1830,0,9,Active
898,1788,21,9,Active
0,0,0,9,Active
287,287,0,9,Active
3615,3615,21,9,Active
1160,1163,77,9,Default
1250,1250,7,11,Active
1000,1000,0,11,Active
2500,2500,0,11,Active
1350,1350,7,11,Active
1550,1550,0,11,Active
2050,2050,0,11,Active
365,365,0,11,Active
2250,2250,0,11,Active
1475,1475,0,11,Active
750,750,0,11,Active
699,699,0,15,Active
1950,1950,0,15,Active
850,850,0,15,Active
3525,3525,0,15,Active
2550,2550,0,15,Active
1783,1783,0,15,Active
740,740,0,15,Active
1799,1799,0,15,Active
950,1059,7,15,Active
236,236,0,15,Active
2515,2515,0,15,Active
1961,3674,7,15,Active
1328,1328,0,15,Active
1481,1481,0,15,Active
115,0,14,5,Active
230,3629,42,5,Default
2904,2904,0,5,Active
0,0,0,5,Active
1796,1827,42,5,Default
1000,1000,0,4,Active
365,365,0,4,Active
1471,1671,14,4,Active
365,209,0,1,Active
365,0,0,2,Active
365,365,0,2,Active
1575,1575,0,5,Active
1550,1550,0,5,Active
36,36,0,5,Active
1550,2673,21,5,Active
1145,1145,14,6,Active
720,1111,7,6,Active
365,365,0,6,Active
1700,1700,0,6,Active
1408,1408,0,6,Active
178,178,0,5,Active
863,863,0,5,Active
1792,3390,49,5,Default
1492,1492,35,5,Default
46,46,0,8,Active
365,365,0,8,Active
925,925,0,8,Active
1050,1050,0,8,Active
1025,1025,0,8,Active
243,1246,21,8,Active
1050,1456,7,8,Active
3011,3011,0,4,Active
2959,2959,350,4,Write Off
2803,2803,0,4,Active
2753,0,0,4,Active
150,150,0,5,Active
2050,2050,0,5,Active
2550,2550,0,5,Active
36,36,0,5,Active
508,495,0,4,Active
1569,1569,0,4,Active
50,1029,14,4,Active
1040,1040,7,4,Active
5786,5786,0,11,Active
57,57,70,11,Default
3275,3275,0,11,Active
0,0,0,11,Active
4265,4265,0,11,Active
5478,5478,0,11,Active
2715,2715,0,11,Active
230,230,0,11,Active
2615,2615,0,11,Active
0,0,7,11,Active
1050,1903,21,6,Active
236,236,0,6,Active
746,746,0,6,Active
1025,1025,0,6,Active
1650,1650,0,6,Active
365,0,0,2,Active
365,365,0,2,Active
1050,1050,0,3,Active
365,365,0,3,Active
4455,10828,287,5,Write Off
4815,4815,0,5,Active
230,230,0,5,Active
57,57,0,5,Active
1435,1435,0,6,Active
2050,2050,0,6,Active
365,365,0,6,Active
1025,1025,0,6,Active
1365,1365,0,6,Active
2050,2050,0,6,Active
365,365,0,6,Active
2000,2000,0,6,Active
2050,2050,0,6,Active
1000,1000,0,6,Active
1050,1050,0,5,Active
818,818,0,5,Active
365,596,14,5,Active
1550,1550,0,5,Active
0,0,0,5,Active
50,50,14,5,Active
236,236,0,5,Active
0,0,0,5,Active
36,36,0,3,Active
250,250,0,3,Active
1211,1211,0,7,Active
897,897,0,7,Active
980,980,0,7,Active
1109,1109,0,7,Active
632,632,0,7,Active
365,365,0,7,Active
236,236,0,2,Active
365,365,0,2,Active
365,365,0,2,Active
365,365,0,7,Active
1550,1550,0,7,Active
1500,1500,0,7,Active
1600,2698,14,7,Active
365,365,0,7,Active
1050,1050,0,7,Active
1953,1953,0,5,Active
3850,9696,42,5,Default
1250,1250,0,5,Active
236,236,0,5,Active
1142,1142,0,6,Active
425,425,0,6,Active
365,365,0,6,Active
1050,1050,0,6,Active
1550,2432,28,6,Active
775,775,14,9,Active
1750,4107,14,9,Active
1550,1550,0,9,Active
365,365,0,9,Active
1000,1000,0,9,Active
191,191,0,9,Active
2550,2550,0,9,Active
1350,1350,0,9,Active
2100,2100,7,6,Active
4800,6179,140,6,Write Off
50,50,0,6,Active
236,453,28,6,Active
2092,2092,0,6,Active
950,414,63,1,Default
57,8108,14,11,Active
606,606,0,11,Active
2293,2293,0,11,Active
4540,4540,0,11,Active
3878,11064,49,11,Default
4915,12864,7,11,Active
2606,2606,0,11,Active
2615,7238,7,11,Active
1975,1975,0,11,Active
2230,7823,7,11,Active
365,601,21,2,Active
365,0,0,2,Active
1250,1250,0,10,Active
500,500,0,10,Active
365,365,0,10,Active
1750,1750,0,10,Active
3200,3200,0,10,Active
2050,2050,0,10,Active
2550,2550,0,10,Active
1350,1350,0,10,Active
1000,1000,7,10,Active
1550,1550,0,24,Active
3458,3458,0,24,Active
2500,4285,14,24,Active
2635,2635,0,24,Active
3160,3160,0,24,Active
3748,3748,0,24,Active
1410,1410,0,24,Active
1420,1420,0,24,Active
2050,2050,0,24,Active
2420,2420,0,24,Active
2450,2450,0,24,Active
2500,2500,0,24,Active
3980,3980,0,24,Active
1790,1790,0,24,Active
1735,1735,0,24,Active
3435,3435,0,24,Active
2583,2583,0,24,Active
230,230,0,24,Active
864,864,0,24,Active
50,50,0,24,Active
1385,1385,0,24,Active
3781,3781,0,24,Active
3180,3180,0,24,Active
3500,5560,28,11,Active
243,243,0,11,Active
2425,2425,28,11,Active
2196,1610,0,11,Active
1174,1174,0,11,Active
1115,1115,0,11,Active
5036,15662,63,11,Default
2115,2115,0,11,Active
3514,3514,0,11,Active
4115,10101,7,11,Active
6615,10670,7,11,Active
236,236,0,2,Active
365,365,0,2,Active
365,1540,63,3,Default
124,124,0,3,Active
882,882,203,16,Write Off
2105,2105,0,16,Active
2605,6535,21,16,Active
2204,2204,0,16,Active
3105,5197,7,16,Active
1229,1229,0,16,Active
3,3,0,16,Active
2137,2137,0,16,Active
4720,4720,0,16,Active
988,988,0,16,Active
100,100,0,16,Active
2615,7309,28,16,Active
1100,1100,7,16,Active
1200,1200,0,16,Active
50,50,0,16,Active
365,365,0,7,Active
800,800,0,7,Active
1528,1528,0,7,Active
250,250,0,7,Active
346,346,0,7,Active
490,490,0,7,Active
237,237,0,7,Active
615,615,0,7,Active
280,280,0,7,Active
1300,1300,0,7,Active
414,414,0,7,Active
365,365,0,7,Active
1800,1800,0,4,Active
236,236,0,4,Active
150,150,0,4,Active
2500,2500,0,10,Active
365,26,0,10,Active
2550,2550,0,10,Active
1750,1750,0,10,Active
2550,2550,0,10,Active
2550,4744,7,10,Active
2550,2550,0,10,Active
2550,2550,0,10,Active
1000,1000,0,10,Active
338,338,7,10,Active
3756,3756,0,6,Active
2115,5501,294,6,Write Off
3510,4983,7,6,Active
2400,9109,14,6,Active
230,230,0,6,Active
1550,1550,0,6,Active
1550,1550,0,6,Active
2050,2050,0,6,Active
365,365,0,6,Active
1000,1000,0,6,Active
1000,1000,0,11,Active
365,365,0,11,Active
1750,1750,0,11,Active
2525,2525,0,11,Active
2550,2550,0,11,Active
2550,2550,0,11,Active
2550,2550,0,11,Active
1050,1050,0,11,Active
2550,2550,0,11,Active
2500,2500,0,11,Active
1644,0,364,1,Write Off
1550,1550,133,4,Write Off
1100,1100,0,4,Active
236,236,0,4,Active
229,1199,56,4,Default
236,806,7,4,Active
78,78,0,4,Active
365,365,0,2,Active
236,236,0,4,Active
3350,5782,224,4,Write Off
1000,1000,0,4,Active
2500,2500,0,12,Active
1550,1550,0,12,Active
1300,1300,0,12,Active
1400,1400,0,12,Active
236,377,14,12,Active
150,150,0,12,Active
1000,1000,0,12,Active
658,658,0,12,Active
2050,2050,0,12,Active
2050,2050,0,12,Active
2550,2550,0,12,Active
365,1,7,4,Active
363,363,0,4,Active
1300,1300,49,4,Default
1050,1050,0,4,Active
100,100,0,16,Active
230,230,0,16,Active
50,50,0,16,Active
236,236,0,16,Active
57,57,0,16,Active
33,33,0,16,Active
57,57,0,16,Active
50,50,0,16,Active
410,410,0,16,Active
57,57,0,16,Active
100,100,0,16,Active
57,57,0,16,Active
57,57,0,16,Active
57,57,0,16,Active
0,0,0,16,Active
815,815,0,6,Active
365,365,0,6,Active
2790,2790,28,6,Active
477,477,28,6,Active
2185,2757,7,6,Active
385,385,0,8,Active
2500,3698,28,8,Active
2224,4300,126,8,Write Off
50,50,42,8,Default
0,0,0,8,Active
1882,7412,49,8,Default
230,230,0,8,Active
230,0,0,8,Active
2314,2351,7,21,Active
3312,3312,0,21,Active
4556,4556,0,21,Active
1553,1553,0,21,Active
2250,2250,0,21,Active
1361,1361,0,21,Active
2816,2816,0,21,Active
5100,5100,0,21,Active
5295,5295,0,21,Active
4718,4718,0,21,Active
5148,7920,21,21,Active
4820,4820,0,21,Active
4524,5892,7,21,Active
2455,2455,0,21,Active
2364,2364,0,21,Active
4472,4472,0,21,Active
2355,2355,0,21,Active
4620,4620,0,21,Active
4362,4362,0,21,Active
2205,2205,7,21,Active
365,365,0,12,Active
2350,2350,0,12,Active
2500,2500,0,12,Active
1000,1000,0,12,Active
1550,1550,0,12,Active
2550,2749,7,12,Active
1750,1750,0,12,Active
2550,2550,0,12,Active
1350,1350,0,12,Active
1550,1550,0,12,Active
2050,2050,0,12,Active
365,365,0,3,Active
1000,1000,28,3,Active
365,0,49,1,Default
2609,2609,14,12,Active
675,675,0,12,Active
350,350,0,12,Active
2612,2612,0,12,Active
0,0,0,12,Active
2891,2891,0,12,Active
230,230,0,12,Active
2490,3101,28,12,Active
113,113,0,12,Active
1500,1500,0,12,Active
2128,2128,0,12,Active
365,365,35,2,Default
800,800,0,4,Active
50,50,0,4,Active
236,236,0,4,Active
2472,2472,0,2,Active
236,113,0,2,Active
236,236,0,5,Active
1550,1550,0,5,Active
2050,2050,0,5,Active
1100,1100,0,5,Active
5206,5206,0,8,Active
230,977,7,8,Active
1817,1817,0,8,Active
2615,9336,42,8,Default
2615,4103,14,8,Active
1033,2718,224,8,Write Off
1606,1744,14,8,Active
2230,0,0,22,Active
1550,1550,133,22,Write Off
10005,10005,0,22,Active
1962,1962,0,22,Active
5115,5115,0,22,Active
3115,3115,0,22,Active
5100,5100,0,22,Active
2345,2345,0,22,Active
5725,5725,0,22,Active
5100,5100,0,22,Active
2615,2615,0,22,Active
57,3324,7,22,Active
1002,1002,0,22,Active
4100,7012,21,22,Active
6484,6484,0,22,Active
2024,3671,14,22,Active
5100,12314,7,22,Active
5115,13236,28,22,Active
2600,2600,0,22,Active
3645,3645,0,22,Active
5115,5115,0,22,Active
5115,5115,0,22,Active
825,825,0,3,Active
365,365,0,3,Active
365,365,0,5,Active
365,365,0,5,Active
1300,1300,0,5,Active
885,885,0,5,Active
1221,2390,7,5,Active
313,313,0,5,Active
1500,3103,7,5,Active
365,1101,7,5,Active
2050,2050,0,9,Active
1464,1464,0,9,Active
186,186,0,9,Active
236,236,0,9,Active
836,836,0,9,Active
2100,4463,7,9,Active
1000,1000,0,9,Active
1600,1600,0,9,Active
100,100,0,7,Active
0,0,0,7,Active
1550,1550,0,7,Active
236,236,0,7,Active
996,996,0,7,Active
3412,3652,21,7,Active
365,365,0,2,Active
1989,1989,0,12,Active
5040,11079,7,12,Active
1330,1330,0,12,Active
4094,4094,0,12,Active
177,177,0,12,Active
2757,2757,0,12,Active
1904,1904,0,12,Active
57,57,0,12,Active
230,1840,7,12,Active
57,57,0,12,Active
236,236,0,12,Active
1550,1550,0,5,Active
1100,1100,0,5,Active
2050,2050,0,5,Active
236,236,0,5,Active
200,200,0,4,Active
182,182,0,4,Active
36,1803,14,4,Active
1250,4777,56,13,Default
1050,1050,0,13,Active
1550,1550,0,13,Active
236,236,0,13,Active
1822,1822,0,13,Active
2500,2500,0,13,Active
1025,1025,0,13,Active
1300,1300,0,13,Active
950,950,0,13,Active
350,350,0,13,Active
1000,1000,35,13,Default
225,225,0,13,Active
236,236,0,3,Active
1125,2788,238,3,Write Off
365,776,49,4,Default
365,0,0,4,Active
365,365,0,4,Active
650,650,0,4,Active
2055,4447,175,8,Write Off
230,230,0,8,Active
3770,3770,0,8,Active
985,985,0,8,Active
2445,13405,63,8,Default
1500,9481,28,8,Active
1287,1287,0,8,Active
1435,1435,0,6,Active
365,365,0,6,Active
1365,1365,0,6,Active
2050,2050,0,6,Active
2549,2549,0,6,Active
236,236,0,6,Active
1050,1050,7,6,Active
2550,2550,0,6,Active
1600,1600,0,6,Active
2050,2050,0,6,Active
236,0,0,5,Active
400,400,0,5,Active
1125,5276,42,5,Default
1397,1397,0,5,Active
236,236,0,5,Active
533,533,0,11,Active
2357,2357,0,11,Active
2475,2475,0,11,Active
2050,2050,0,11,Active
1000,1000,0,11,Active
1000,2216,7,11,Active
36,36,0,11,Active
236,0,0,11,Active
1800,2100,7,11,Active
450,450,0,11,Active
2250,2250,0,11,Active
365,704,7,2,Active
1007,1007,0,3,Active
365,365,0,3,Active
210,210,0,6,Active
520,520,0,6,Active
365,365,0,6,Active
630,630,0,6,Active
639,639,0,6,Active
365,365,0,4,Active
1500,1500,0,4,Active
1550,1550,0,4,Active
1025,1025,0,4,Active
223,223,0,4,Active
365,1166,35,4,Default
2615,2615,0,13,Active
1615,1615,0,13,Active
5115,8708,14,13,Active
1750,1750,0,13,Active
2615,12069,14,13,Active
5115,5115,0,13,Active
100,100,0,13,Active
2230,3592,7,13,Active
4367,4367,0,13,Active
5115,5115,0,13,Active
4110,8913,28,13,Active
5115,5115,0,13,Active
236,428,7,3,Active
2107,2107,231,3,Write Off
236,0,0,3,Active
1418,1418,0,7,Active
2050,2050,0,7,Active
1365,1365,0,7,Active
1050,1050,0,7,Active
1050,1131,21,7,Active
1850,1850,0,7,Active
36,708,7,3,Active
352,352,0,3,Active
236,0,112,3,Write Off
200,200,0,4,Active
36,36,0,4,Active
2000,2000,0,4,Active
236,210,0,1,Active
298,298,0,4,Active
1049,1979,35,4,Default
365,365,0,4,Active
365,1068,14,2,Active
1350,1350,0,9,Active
1050,1050,0,9,Active
1000,1000,21,9,Active
1000,2108,7,9,Active
2869,2869,0,9,Active
641,641,0,9,Active
1050,1050,0,9,Active
365,365,0,9,Active
236,236,0,5,Active
1550,1550,0,5,Active
1100,1100,0,5,Active
2050,2050,0,5,Active
236,0,7,2,Active
36,36,0,2,Active
2615,3515,70,12,Default
2115,2115,0,12,Active
2468,4662,14,12,Active
1230,1230,0,12,Active
50,50,0,12,Active
1623,3257,91,12,Write Off
115,3331,28,12,Active
113,113,0,12,Active
884,2323,7,12,Active
910,3686,21,12,Active
650,650,0,12,Active
1050,1663,7,9,Active
1350,1350,0,9,Active
365,365,0,9,Active
1050,1050,0,9,Active
2050,2507,7,9,Active
1925,1925,0,9,Active
386,386,0,9,Active
1200,1200,0,9,Active
2500,2500,0,8,Active
3075,3075,0,8,Active
3350,3350,0,8,Active
1550,1550,0,8,Active
1365,1365,0,8,Active
450,450,7,8,Active
1050,1050,0,8,Active
1050,1050,0,17,Active
5331,8877,7,17,Active
230,230,0,17,Active
1550,2612,7,17,Active
2615,6213,7,17,Active
3515,3515,0,17,Active
1683,1683,0,17,Active
4615,4615,0,17,Active
962,962,0,17,Active
2500,2500,0,17,Active
1650,1650,0,17,Active
2615,5458,7,17,Active
371,371,0,17,Active
5018,11920,189,17,Write Off
50,50,0,17,Active
